#Wave		#Intensity
5504.711914	1855.466675
5503.824219	1849.877930
5502.936523	1905.439453
5502.048828	1877.179199
5501.160156	1843.342651
5500.272461	1820.687500
5499.383789	1870.631836
5498.496094	1884.269165
5497.607422	1878.364746
5496.718750	1914.320435
5495.830078	1866.561523
5494.940430	2000.142822
5494.051758	1877.079102
5493.162109	1848.871338
5492.272461	1934.988037
5491.382813	1976.472168
5490.493164	1970.559326
5489.603516	1928.421021
5488.712891	1889.083252
5487.823242	1849.758789
5486.932617	1927.430664
5486.041992	1924.315796
5485.151367	1926.770630
5484.260742	1923.656738
5483.369141	1945.594482
5482.478516	1909.083374
5481.586914	1939.363281
5480.695313	1897.301636
5479.803711	1863.598755
5478.912109	1943.928955
5478.020508	1924.132202
5477.127930	1965.503540
5476.236328	1956.828125
5475.343750	1939.818237
5474.451172	2008.951660
5473.558594	1966.935181
5472.666016	1894.378418
5471.772461	2002.364868
5470.879883	1943.710449
5469.986328	2001.678589
5469.092773	1954.147339
5468.199219	1981.565552
5467.305664	2058.921143
5466.411133	2080.762939
5465.517578	1974.999146
5464.623047	1902.552124
5463.728516	1996.505493
5462.833984	1904.672363
5461.939453	1954.241455
5461.044922	1953.906372
5460.150391	1992.365723
5459.254883	1969.859741
5458.359375	1975.062134
5457.463867	2055.041992
5456.568359	1971.615845
5455.672852	2082.023682
5454.777344	1940.489746
5453.880859	1934.621582
5452.984375	1995.168701
5452.087891	1933.958008
5451.191406	1997.250732
5450.294922	1996.908081
5449.398438	2010.392212
5448.500977	1996.223022
5447.604492	1929.535522
5446.707031	1978.954834
5445.809570	1945.454102
5444.912109	2086.031006
5444.013672	1972.411499
5443.116211	2057.695313
5442.217773	1968.973145
5441.320313	2051.467041
5440.421875	2067.678467
5439.523438	2031.442261
5438.624023	2232.547119
5437.725586	2066.614014
5436.826172	2035.913818
5435.927734	1969.367188
5435.028320	2095.885254
5434.128906	1976.962891
5433.229492	1990.407593
5432.329102	1987.309570
5431.429688	2113.737549
5430.529297	2091.331543
5429.628906	2179.129395
5428.728516	2030.015991
5427.828125	2106.778320
5426.927734	2120.183838
5426.026367	2152.855957
5425.125977	2058.899902
5424.224609	2146.612549
5423.323242	1994.906128
5422.421875	2077.097168
5421.520508	2071.239014
5420.618164	2043.381470
5419.716797	2026.532227
5418.814453	2078.419434
