#Wave		#Intensity
5504.711914	2120.932617
5503.824219	2090.194336
5502.936523	2061.897705
5502.048828	2167.695068
5501.160156	2103.086426
5500.272461	2002.197876
5499.383789	2158.206543
5498.496094	2107.590088
5497.607422	2107.229248
5496.718750	2081.753662
5495.830078	2159.519531
5494.940430	2047.566040
5494.051758	2008.167847
5493.162109	2161.199463
5492.272461	2038.150269
5491.382813	2132.582764
5490.493164	2031.878052
5489.603516	2090.051514
5488.712891	2145.418945
5487.823242	2175.695313
5486.932617	2155.825684
5486.041992	2252.925293
5485.151367	2152.302979
5484.260742	2176.989258
5483.369141	2151.565918
5482.478516	2190.158447
5481.586914	2011.706787
5480.695313	2139.332764
5479.803711	2130.621826
5478.912109	2180.315186
5478.020508	2154.916992
5477.127930	2148.987549
5476.236328	2131.941895
5475.343750	2142.693115
5474.451172	2114.539795
5473.558594	2119.733643
5472.666016	2213.811768
5471.772461	2199.546387
5470.879883	2257.480713
5469.986328	2132.162598
5469.092773	2165.106445
5468.199219	2231.342773
5467.305664	2183.788330
5466.411133	2216.706055
5465.517578	2177.491943
5464.623047	2138.291260
5463.728516	2243.295654
5462.833984	2248.456055
5461.939453	2225.894775
5461.044922	2183.940674
5460.150391	2194.650391
5459.254883	2224.750244
5458.359375	2257.609619
5457.463867	2185.212891
5456.568359	2215.298584
5455.672852	2206.612793
5454.777344	2319.729492
5453.880859	2266.745361
5452.984375	2211.012207
5452.087891	2265.968018
5451.191406	2224.085205
5450.294922	2328.804199
5449.398438	2356.057861
5448.500977	2261.648926
5447.604492	2277.847168
5446.707031	2211.122803
5445.809570	2252.194824
5444.912109	2293.252686
5444.013672	2232.084717
5443.116211	2342.181885
5442.217773	2253.411133
5441.320313	2327.572998
5440.421875	2274.722412
5439.523438	2285.372559
5438.624023	2304.297607
5437.725586	2331.493896
5436.826172	2303.506836
5435.927734	2247.947021
5435.028320	2316.504883
5434.128906	2343.679932
5433.229492	2315.709717
5432.329102	2213.328125
5431.429688	2251.530029
5430.529297	2333.804688
5429.628906	2228.717773
5428.728516	2277.914795
5427.828125	2318.833008
5426.927734	2290.899902
5426.026367	2152.855957
5425.125977	2334.153809
5424.224609	2256.695068
5423.323242	2333.352295
5422.421875	2360.462646
5421.520508	2387.563721
5420.618164	2323.899658
5419.716797	2370.245361
5418.814453	2210.382813
5417.912109	2317.204590
5417.009766	2278.330566
5416.107422	2283.434570
5415.205078	2255.568848
5414.301758	2400.765625
5413.399414	2342.678711
5412.496094	2284.611572
5411.592773	2380.310059
5410.689453	2396.370850
5409.785156	2478.294434
5408.881836	2376.338867
5407.977539	2439.032471
5407.073242	2328.889404
5406.168945	2465.620361
5405.264648	2396.642822
5404.360352	2464.772705
5403.456055	2335.512207
5402.550781	2365.258789
5401.645508	2433.358887
5400.740234	2413.761963
5399.834961	2388.692871
5398.929688	2432.103760
5398.024414	2300.243164
5397.118164	2461.384521
5396.212891	2359.675781
5395.306641	2378.428955
5394.400391	2424.540283
5393.493164	2421.387207
5392.586914	2467.475342
5391.680664	2406.878906
5390.773438	2480.299561
5389.866211	2386.911865
5388.958984	2408.370605
5388.051758	2465.353760
5387.144531	2393.878418
5386.236328	2415.324707
5385.329102	2384.859375
5384.420898	2564.716553
5383.512695	2419.539795
5382.604492	2451.887939
5381.696289	2454.196045
5380.787109	2549.304199
5379.878906	2406.958740
5378.969727	2455.657471
5378.060547	2414.314209
5377.151367	2501.180908
5376.242188	2473.479492
5375.332031	2530.312744
5374.422852	2538.055664
5373.512695	2417.688232
5372.602539	2518.105225
5371.692383	2514.947021
5370.782227	2555.378174
5369.872070	2535.871582
5368.960938	2540.881592
5368.050781	2518.660889
5367.139648	2515.504639
5366.228516	2531.403076
5365.317383	2462.930420
5364.405273	2525.089355
5363.494141	2492.007813
5362.582031	2570.460449
5361.669922	2545.541260
5360.757813	2526.068848
5359.845703	2495.728516
5358.933594	2574.125977
5358.021484	2562.811768
5357.108398	2635.735840
5356.195313	2610.830811
5355.282227	2585.934082
5354.369141	2647.952881
5353.456055	2633.919678
5352.542969	2541.158691
5351.628906	2660.156250
5350.714844	2624.416260
5349.801758	2599.542236
5348.887695	2561.111572
5347.972656	2631.197021
5347.058594	2568.364990
5346.143555	2483.861328
5345.229492	2651.525879
5344.314453	2450.476563
5343.399414	2520.520264
5342.484375	2623.056885
5341.568359	2606.348877
5340.653320	2603.190430
5339.737305	2743.576660
5338.821289	2645.619141
5337.905273	2526.035889
5336.989258	2647.413574
5336.073242	2633.424561
5335.157227	2673.560791
5334.240234	2605.460449
5333.323242	2623.946777
5332.406250	2688.405273
5331.489258	2663.604004
5330.572266	2733.440674
5329.654297	2635.652588
5328.737305	2681.145020
5327.819336	2648.254639
5326.901367	2780.187500
5325.983398	2644.639404
5325.065430	2673.893066
5324.146484	2587.017578
5323.228516	2683.770020
5322.309570	2707.602295
5321.390625	2685.542725
5320.471680	2590.629150
5319.552734	2668.427002
5318.632813	2802.848389
5317.713867	2786.181641
5316.793945	2672.438721
5315.874023	2728.598389
5314.954102	2768.563965
5314.034180	2700.703125
5313.114258	2746.049316
5312.193359	2705.159424
5311.272461	2869.020996
5310.352539	2709.612061
5309.431641	2822.249512
5308.509766	2797.529297
